#SampleID	Subject	Treatment	Timepoint
#q2:types	categorical	categorical	numeric
destabilizing_treatment_30_t19	destabilizing_treatment_30	destabilizing_treatment	19
destabilizing_treatment_30_t20	destabilizing_treatment_30	destabilizing_treatment	20
destabilizing_treatment_30_t21	destabilizing_treatment_30	destabilizing_treatment	21
destabilizing_treatment_30_t22	destabilizing_treatment_30	destabilizing_treatment	22
destabilizing_treatment_30_t23	destabilizing_treatment_30	destabilizing_treatment	23
destabilizing_treatment_30_t24	destabilizing_treatment_30	destabilizing_treatment	24
destabilizing_treatment_30_t25	destabilizing_treatment_30	destabilizing_treatment	25
destabilizing_treatment_30_t26	destabilizing_treatment_30	destabilizing_treatment	26
destabilizing_treatment_30_t27	destabilizing_treatment_30	destabilizing_treatment	27
destabilizing_treatment_30_t28	destabilizing_treatment_30	destabilizing_treatment	28
destabilizing_treatment_30_t29	destabilizing_treatment_30	destabilizing_treatment	29
destabilizing_treatment_30_t30	destabilizing_treatment_30	destabilizing_treatment	30
destabilizing_treatment_30_t31	destabilizing_treatment_30	destabilizing_treatment	31
destabilizing_treatment_30_t32	destabilizing_treatment_30	destabilizing_treatment	32
destabilizing_treatment_30_t33	destabilizing_treatment_30	destabilizing_treatment	33
destabilizing_treatment_30_t34	destabilizing_treatment_30	destabilizing_treatment	34
destabilizing_treatment_30_t35	destabilizing_treatment_30	destabilizing_treatment	35
destabilizing_treatment_30_t36	destabilizing_treatment_30	destabilizing_treatment	36
destabilizing_treatment_30_t37	destabilizing_treatment_30	destabilizing_treatment	37
destabilizing_treatment_30_t38	destabilizing_treatment_30	destabilizing_treatment	38
destabilizing_treatment_30_t39	destabilizing_treatment_30	destabilizing_treatment	39
destabilizing_treatment_30_t40	destabilizing_treatment_30	destabilizing_treatment	40
destabilizing_treatment_30_t41	destabilizing_treatment_30	destabilizing_treatment	41
destabilizing_treatment_30_t42	destabilizing_treatment_30	destabilizing_treatment	42
destabilizing_treatment_30_t43	destabilizing_treatment_30	destabilizing_treatment	43
destabilizing_treatment_30_t44	destabilizing_treatment_30	destabilizing_treatment	44
destabilizing_treatment_30_t45	destabilizing_treatment_30	destabilizing_treatment	45
destabilizing_treatment_30_t46	destabilizing_treatment_30	destabilizing_treatment	46
destabilizing_treatment_30_t47	destabilizing_treatment_30	destabilizing_treatment	47
destabilizing_treatment_30_t48	destabilizing_treatment_30	destabilizing_treatment	48
destabilizing_treatment_30_t49	destabilizing_treatment_30	destabilizing_treatment	49
destabilizing_treatment_30_t50	destabilizing_treatment_30	destabilizing_treatment	50
destabilizing_treatment_30_t51	destabilizing_treatment_30	destabilizing_treatment	51
destabilizing_treatment_30_t52	destabilizing_treatment_30	destabilizing_treatment	52
destabilizing_treatment_30_t53	destabilizing_treatment_30	destabilizing_treatment	53
destabilizing_treatment_30_t54	destabilizing_treatment_30	destabilizing_treatment	54
destabilizing_treatment_30_t55	destabilizing_treatment_30	destabilizing_treatment	55
destabilizing_treatment_30_t56	destabilizing_treatment_30	destabilizing_treatment	56
destabilizing_treatment_30_t57	destabilizing_treatment_30	destabilizing_treatment	57
destabilizing_treatment_30_t58	destabilizing_treatment_30	destabilizing_treatment	58
destabilizing_treatment_30_t59	destabilizing_treatment_30	destabilizing_treatment	59
destabilizing_treatment_30_t60	destabilizing_treatment_30	destabilizing_treatment	60
destabilizing_treatment_30_t61	destabilizing_treatment_30	destabilizing_treatment	61
destabilizing_treatment_30_t62	destabilizing_treatment_30	destabilizing_treatment	62
destabilizing_treatment_30_t63	destabilizing_treatment_30	destabilizing_treatment	63
destabilizing_treatment_30_t64	destabilizing_treatment_30	destabilizing_treatment	64
destabilizing_treatment_30_t65	destabilizing_treatment_30	destabilizing_treatment	65
destabilizing_treatment_30_t66	destabilizing_treatment_30	destabilizing_treatment	66
destabilizing_treatment_30_t67	destabilizing_treatment_30	destabilizing_treatment	67
destabilizing_treatment_30_t68	destabilizing_treatment_30	destabilizing_treatment	68
destabilizing_treatment_30_t69	destabilizing_treatment_30	destabilizing_treatment	69
destabilizing_treatment_30_t70	destabilizing_treatment_30	destabilizing_treatment	70
destabilizing_treatment_30_t71	destabilizing_treatment_30	destabilizing_treatment	71
destabilizing_treatment_30_t72	destabilizing_treatment_30	destabilizing_treatment	72
destabilizing_treatment_30_t73	destabilizing_treatment_30	destabilizing_treatment	73
destabilizing_treatment_30_t74	destabilizing_treatment_30	destabilizing_treatment	74
destabilizing_treatment_30_t75	destabilizing_treatment_30	destabilizing_treatment	75
destabilizing_treatment_30_t76	destabilizing_treatment_30	destabilizing_treatment	76
destabilizing_treatment_30_t77	destabilizing_treatment_30	destabilizing_treatment	77
destabilizing_treatment_30_t78	destabilizing_treatment_30	destabilizing_treatment	78
destabilizing_treatment_30_t79	destabilizing_treatment_30	destabilizing_treatment	79
destabilizing_treatment_30_t80	destabilizing_treatment_30	destabilizing_treatment	80
destabilizing_treatment_30_t81	destabilizing_treatment_30	destabilizing_treatment	81
destabilizing_treatment_30_t82	destabilizing_treatment_30	destabilizing_treatment	82
destabilizing_treatment_30_t83	destabilizing_treatment_30	destabilizing_treatment	83
destabilizing_treatment_30_t84	destabilizing_treatment_30	destabilizing_treatment	84
destabilizing_treatment_30_t85	destabilizing_treatment_30	destabilizing_treatment	85
destabilizing_treatment_30_t86	destabilizing_treatment_30	destabilizing_treatment	86
destabilizing_treatment_30_t87	destabilizing_treatment_30	destabilizing_treatment	87
destabilizing_treatment_30_t88	destabilizing_treatment_30	destabilizing_treatment	88
destabilizing_treatment_30_t89	destabilizing_treatment_30	destabilizing_treatment	89
destabilizing_treatment_30_t90	destabilizing_treatment_30	destabilizing_treatment	90
destabilizing_treatment_30_t91	destabilizing_treatment_30	destabilizing_treatment	91
destabilizing_treatment_30_t92	destabilizing_treatment_30	destabilizing_treatment	92
destabilizing_treatment_30_t93	destabilizing_treatment_30	destabilizing_treatment	93
destabilizing_treatment_30_t94	destabilizing_treatment_30	destabilizing_treatment	94
destabilizing_treatment_30_t95	destabilizing_treatment_30	destabilizing_treatment	95
destabilizing_treatment_30_t96	destabilizing_treatment_30	destabilizing_treatment	96
destabilizing_treatment_30_t97	destabilizing_treatment_30	destabilizing_treatment	97
destabilizing_treatment_30_t98	destabilizing_treatment_30	destabilizing_treatment	98
destabilizing_treatment_30_t99	destabilizing_treatment_30	destabilizing_treatment	99
destabilizing_treatment_31_t0	destabilizing_treatment_31	destabilizing_treatment	0
destabilizing_treatment_31_t1	destabilizing_treatment_31	destabilizing_treatment	1
destabilizing_treatment_31_t2	destabilizing_treatment_31	destabilizing_treatment	2
destabilizing_treatment_31_t3	destabilizing_treatment_31	destabilizing_treatment	3
destabilizing_treatment_31_t4	destabilizing_treatment_31	destabilizing_treatment	4
destabilizing_treatment_31_t5	destabilizing_treatment_31	destabilizing_treatment	5
destabilizing_treatment_31_t6	destabilizing_treatment_31	destabilizing_treatment	6
destabilizing_treatment_31_t7	destabilizing_treatment_31	destabilizing_treatment	7
destabilizing_treatment_31_t8	destabilizing_treatment_31	destabilizing_treatment	8
destabilizing_treatment_31_t9	destabilizing_treatment_31	destabilizing_treatment	9
destabilizing_treatment_31_t10	destabilizing_treatment_31	destabilizing_treatment	10
destabilizing_treatment_31_t11	destabilizing_treatment_31	destabilizing_treatment	11
destabilizing_treatment_31_t12	destabilizing_treatment_31	destabilizing_treatment	12
destabilizing_treatment_31_t13	destabilizing_treatment_31	destabilizing_treatment	13
destabilizing_treatment_31_t14	destabilizing_treatment_31	destabilizing_treatment	14
destabilizing_treatment_31_t15	destabilizing_treatment_31	destabilizing_treatment	15
destabilizing_treatment_31_t16	destabilizing_treatment_31	destabilizing_treatment	16
destabilizing_treatment_31_t17	destabilizing_treatment_31	destabilizing_treatment	17
destabilizing_treatment_31_t18	destabilizing_treatment_31	destabilizing_treatment	18
destabilizing_treatment_31_t19	destabilizing_treatment_31	destabilizing_treatment	19
destabilizing_treatment_31_t20	destabilizing_treatment_31	destabilizing_treatment	20
destabilizing_treatment_31_t21	destabilizing_treatment_31	destabilizing_treatment	21
destabilizing_treatment_31_t22	destabilizing_treatment_31	destabilizing_treatment	22
destabilizing_treatment_31_t23	destabilizing_treatment_31	destabilizing_treatment	23
destabilizing_treatment_31_t24	destabilizing_treatment_31	destabilizing_treatment	24
destabilizing_treatment_31_t25	destabilizing_treatment_31	destabilizing_treatment	25
destabilizing_treatment_31_t26	destabilizing_treatment_31	destabilizing_treatment	26
destabilizing_treatment_31_t27	destabilizing_treatment_31	destabilizing_treatment	27
destabilizing_treatment_31_t28	destabilizing_treatment_31	destabilizing_treatment	28
destabilizing_treatment_31_t29	destabilizing_treatment_31	destabilizing_treatment	29
destabilizing_treatment_31_t30	destabilizing_treatment_31	destabilizing_treatment	30
destabilizing_treatment_31_t31	destabilizing_treatment_31	destabilizing_treatment	31
destabilizing_treatment_31_t32	destabilizing_treatment_31	destabilizing_treatment	32
destabilizing_treatment_31_t33	destabilizing_treatment_31	destabilizing_treatment	33
destabilizing_treatment_31_t34	destabilizing_treatment_31	destabilizing_treatment	34
destabilizing_treatment_31_t35	destabilizing_treatment_31	destabilizing_treatment	35
destabilizing_treatment_31_t36	destabilizing_treatment_31	destabilizing_treatment	36
destabilizing_treatment_31_t37	destabilizing_treatment_31	destabilizing_treatment	37
destabilizing_treatment_31_t38	destabilizing_treatment_31	destabilizing_treatment	38
destabilizing_treatment_31_t39	destabilizing_treatment_31	destabilizing_treatment	39
destabilizing_treatment_31_t40	destabilizing_treatment_31	destabilizing_treatment	40
destabilizing_treatment_31_t41	destabilizing_treatment_31	destabilizing_treatment	41
destabilizing_treatment_31_t42	destabilizing_treatment_31	destabilizing_treatment	42
destabilizing_treatment_31_t43	destabilizing_treatment_31	destabilizing_treatment	43
destabilizing_treatment_31_t44	destabilizing_treatment_31	destabilizing_treatment	44
destabilizing_treatment_31_t45	destabilizing_treatment_31	destabilizing_treatment	45
destabilizing_treatment_31_t46	destabilizing_treatment_31	destabilizing_treatment	46
destabilizing_treatment_31_t47	destabilizing_treatment_31	destabilizing_treatment	47
destabilizing_treatment_31_t48	destabilizing_treatment_31	destabilizing_treatment	48
destabilizing_treatment_31_t49	destabilizing_treatment_31	destabilizing_treatment	49
destabilizing_treatment_31_t50	destabilizing_treatment_31	destabilizing_treatment	50
destabilizing_treatment_31_t51	destabilizing_treatment_31	destabilizing_treatment	51
destabilizing_treatment_31_t52	destabilizing_treatment_31	destabilizing_treatment	52
destabilizing_treatment_31_t53	destabilizing_treatment_31	destabilizing_treatment	53
destabilizing_treatment_31_t54	destabilizing_treatment_31	destabilizing_treatment	54
destabilizing_treatment_31_t55	destabilizing_treatment_31	destabilizing_treatment	55
destabilizing_treatment_31_t56	destabilizing_treatment_31	destabilizing_treatment	56
destabilizing_treatment_31_t57	destabilizing_treatment_31	destabilizing_treatment	57
destabilizing_treatment_31_t58	destabilizing_treatment_31	destabilizing_treatment	58
destabilizing_treatment_31_t59	destabilizing_treatment_31	destabilizing_treatment	59
destabilizing_treatment_31_t60	destabilizing_treatment_31	destabilizing_treatment	60
destabilizing_treatment_31_t61	destabilizing_treatment_31	destabilizing_treatment	61
destabilizing_treatment_31_t62	destabilizing_treatment_31	destabilizing_treatment	62
destabilizing_treatment_31_t63	destabilizing_treatment_31	destabilizing_treatment	63
destabilizing_treatment_31_t64	destabilizing_treatment_31	destabilizing_treatment	64
destabilizing_treatment_31_t65	destabilizing_treatment_31	destabilizing_treatment	65
destabilizing_treatment_31_t66	destabilizing_treatment_31	destabilizing_treatment	66
destabilizing_treatment_31_t67	destabilizing_treatment_31	destabilizing_treatment	67
destabilizing_treatment_31_t68	destabilizing_treatment_31	destabilizing_treatment	68
destabilizing_treatment_31_t69	destabilizing_treatment_31	destabilizing_treatment	69
destabilizing_treatment_31_t70	destabilizing_treatment_31	destabilizing_treatment	70
destabilizing_treatment_31_t71	destabilizing_treatment_31	destabilizing_treatment	71
destabilizing_treatment_31_t72	destabilizing_treatment_31	destabilizing_treatment	72
destabilizing_treatment_31_t73	destabilizing_treatment_31	destabilizing_treatment	73
destabilizing_treatment_31_t74	destabilizing_treatment_31	destabilizing_treatment	74
destabilizing_treatment_31_t75	destabilizing_treatment_31	destabilizing_treatment	75
destabilizing_treatment_31_t76	destabilizing_treatment_31	destabilizing_treatment	76
destabilizing_treatment_31_t77	destabilizing_treatment_31	destabilizing_treatment	77
destabilizing_treatment_31_t78	destabilizing_treatment_31	destabilizing_treatment	78
destabilizing_treatment_31_t79	destabilizing_treatment_31	destabilizing_treatment	79
destabilizing_treatment_31_t80	destabilizing_treatment_31	destabilizing_treatment	80
destabilizing_treatment_31_t81	destabilizing_treatment_31	destabilizing_treatment	81
destabilizing_treatment_31_t82	destabilizing_treatment_31	destabilizing_treatment	82
destabilizing_treatment_31_t83	destabilizing_treatment_31	destabilizing_treatment	83
destabilizing_treatment_31_t84	destabilizing_treatment_31	destabilizing_treatment	84
destabilizing_treatment_31_t85	destabilizing_treatment_31	destabilizing_treatment	85
destabilizing_treatment_31_t86	destabilizing_treatment_31	destabilizing_treatment	86
destabilizing_treatment_31_t87	destabilizing_treatment_31	destabilizing_treatment	87
destabilizing_treatment_31_t88	destabilizing_treatment_31	destabilizing_treatment	88
destabilizing_treatment_31_t89	destabilizing_treatment_31	destabilizing_treatment	89
destabilizing_treatment_31_t90	destabilizing_treatment_31	destabilizing_treatment	90
destabilizing_treatment_31_t91	destabilizing_treatment_31	destabilizing_treatment	91
destabilizing_treatment_31_t92	destabilizing_treatment_31	destabilizing_treatment	92
